t (s),P (Pa)
0.0,0.052010087104016764
5e-05,0.037290730824191536
0.0001,0.022968802992157204
0.00015000000000000001,0.03993365967505401
0.0002,0.03325297495216228
0.00025,0.016968243572249887
0.00030000000000000003,0.04324034349974683
0.00035,0.017294537226391373
0.0004,0.008776181605264628
0.00045000000000000004,0.019854635017947826
0.0005,0.0036246702381084093
0.00055,0.017387689225661068
0.0006000000000000001,-0.01316904886736251
0.0006500000000000001,-0.003384240674098756
0.0007,-0.023641819244962458
0.00075,-0.030294290958959417
0.0008,-0.031085470904208757
0.0008500000000000001,-0.03782394641546424
0.0009000000000000001,-0.027945361687853297
0.00095,-0.06325442682686588
0.001,-0.05336921415431204
0.0010500000000000002,-0.04036505429813136
0.0011,-0.045942821077527236
0.00115,-0.04012326493669592
0.0012000000000000001,-0.047884962071242564
0.00125,-0.027822902696941588
0.0013000000000000002,-0.019580511266508394
0.00135,-0.020684635334195702
0.0014,-0.00021275370176114528
0.0014500000000000001,-0.008014759572920405
0.0015,0.012036146203000166
0.0015500000000000002,0.010586320509330605
0.0016,0.03510980094520159
0.00165,0.026100827735334124
0.0017000000000000001,0.0020742769995040385
0.00175,0.02585347568214987
0.0018000000000000002,0.040948029560228104
0.00185,0.03730151562806334
0.0019,0.041476720459514976
0.0019500000000000001,0.050950135354115814
0.002,0.04061114424623071
0.00205,0.03731816459652189
0.0021000000000000003,0.04076066983159465
0.00215,0.04089881030063236
0.0022,0.03145221986045163
0.0022500000000000003,0.039569335831677654
0.0023,0.03268553625576913
0.00235,0.008285588107388353
0.0024000000000000002,0.01519351313448144
0.00245,0.008137067140207678
0.0025,-0.007459183450365843
0.00255,-0.003589226937235164
0.0026000000000000003,-0.021929860136351453
0.00265,-0.02922613893632532
0.0027,-0.016291868815093955
0.0027500000000000003,-0.041024568386079326
0.0028,-0.0348835064686859
0.00285,-0.039745257793146
0.0029000000000000002,-0.029296651872551614
0.00295,-0.04803699674621874
0.003,-0.04085482070908338
0.00305,-0.03590156838922415
0.0031000000000000003,-0.020060243451103424
0.00315,-0.027671799907864267
0.0032,-0.04898160582534525
0.0032500000000000003,-0.01382927444307292
0.0033,-0.011884884858439516
0.00335,-0.004197660461720881
0.0034000000000000002,-0.013273191326032184
0.0034500000000000004,-0.02394369034073066
0.0035,-0.005300013185737558
0.00355,0.0022495852122003356
0.0036000000000000003,0.014870897873087057
0.00365,0.003488121447519116
0.0037,0.03030560122593207
0.0037500000000000003,0.030992228828633058
0.0038,0.046209912883025964
0.00385,0.03720534772950095
0.0039000000000000003,0.032945355726693215
0.00395,0.02923511656769937
0.004,0.045105049680113536
0.00405,0.041971053113001595
0.0041,0.035783429856896434
0.00415,0.03428913405930621
0.004200000000000001,0.023507040238559568
0.00425,0.023297925994104553
0.0043,0.03626621503196027
0.004350000000000001,0.025288015261206012
0.0044,0.002836005168031036
0.00445,-0.006138910687446347
0.0045000000000000005,0.004264207554569516
0.00455,0.004238545735749494
0.0046,-0.0021638500091258964
0.0046500000000000005,-0.0018246692444325238
0.0047,-0.04280870870580733
0.00475,-0.02269993551421576
0.0048000000000000004,-0.05660802395583426
0.00485,-0.04048535233459382
0.0049,-0.041089545473527354
0.00495,-0.036650225602319036
0.005,-0.05762913364690601
0.005050000000000001,-0.027071898035111487
0.0051,-0.06230762403333818
0.00515,-0.03455062048419471
0.005200000000000001,-0.031695648717612636
0.00525,-0.04389107613929161
0.0053,-0.024837711307083263
0.005350000000000001,-0.011200728783804629
0.0054,-0.002370916901095841
0.00545,-0.015618181677059277
0.0055000000000000005,-0.011579168883319077
0.00555,0.004572663417495246
0.0056,0.01148005928016671
0.0056500000000000005,0.01868851995987757
0.0057,0.021246346731729426
0.00575,0.01497231513575811
0.0058000000000000005,0.04281601470628409
0.00585,0.04305720241432455
0.0059,0.04776830556706437
0.00595,0.03402699023259458
0.006,0.05216872747774903
0.006050000000000001,0.030765387088059478
0.0061,0.021311334005887906
0.00615,0.03434148147979939
0.006200000000000001,0.04293987802649472
0.00625,0.023248243998827595
0.0063,0.02616262052616893
0.006350000000000001,0.009744096442655144
0.0064,0.013540532489825952
0.00645,0.0069272123978680504
0.006500000000000001,-0.01253309203619728
0.00655,-0.0016131498074283043
0.0066,-0.017007028492692717
0.0066500000000000005,-0.014680689429479489
0.0067,-0.03715931671394784
0.00675,-0.007158934288466028
0.0068000000000000005,-0.03353963017322963
0.00685,-0.02390463982835414
0.006900000000000001,-0.03163932223980836
0.0069500000000000004,-0.04852122143683236
0.007,-0.0423171920764611
0.007050000000000001,-0.039448276965673004
0.0071,-0.03579765501197268
0.00715,-0.019036861017796048
0.007200000000000001,-0.02503123596379663
0.00725,-0.031197249255004295
0.0073,-0.04198143160943552
0.007350000000000001,-0.019719689204494698
0.0074,-0.007386265163676593
0.00745,-0.0026919259032096724
0.007500000000000001,-0.020888961028972506
0.00755,0.018701626717320338
0.0076,-0.004623146472829959
0.0076500000000000005,0.020402490600788723
0.0077,0.02377479903834519
0.00775,0.051986449982228636
0.0078000000000000005,0.02292070008393176
0.007850000000000001,0.023877710391385427
0.0079,0.03979752712890871
0.00795,0.015864264615532607
0.008,0.02631140343051712
0.00805,0.039269630501926014
0.0081,0.021332647896276338
0.008150000000000001,0.03229006989404732
0.0082,0.02801507991682919
0.00825,0.035799155291985144
0.0083,0.025565911831334172
0.00835,0.019298476312292975
0.008400000000000001,0.022292991170639744
0.008450000000000001,0.023398931345528465
0.0085,0.005385431867749084
0.00855,-0.005566613947403855
0.0086,-0.03615748474571254
0.00865,-0.0013051159620729377
0.008700000000000001,-0.025301826166045385
0.00875,-0.0297718764121126
0.0088,-0.02517754340698277
0.00885,-0.03915042821249788
0.0089,-0.03188263509881806
0.00895,-0.03742292791816384
0.009000000000000001,-0.038340137385106846
0.00905,-0.05110353247547188
0.0091,-0.031882849480736435
0.00915,-0.02816356357652007
0.0092,-0.015373766573117488
0.009250000000000001,-0.04069760700720487
0.009300000000000001,-0.023066944576684813
0.00935,-0.020445906569934957
0.0094,-0.002962736677508392
0.00945,-0.0026103975733433246
0.0095,0.0027166147038338176
0.009550000000000001,0.016537542095132984
0.009600000000000001,-0.0013384244522427619
0.00965,0.029228162999699884
0.0097,0.013856504031329342
0.00975,0.030883616458635445
0.0098,0.016241038031524335
0.009850000000000001,0.021353666090939485
0.0099,0.044381493869493596
0.00995,0.05286251367043635
0.01,0.05631723215354231
0.01005,0.02426452856517915
0.010100000000000001,0.04230603954150808
0.010150000000000001,0.0370791990698395
0.0102,0.028240932161238484
0.01025,0.025527558539031922
0.0103,0.02030643854001904
0.01035,0.026607848216122245
0.010400000000000001,0.015938410240634564
0.010450000000000001,0.0015299926294680835
0.0105,-0.009733313128541051
0.01055,-0.006773393080211785
0.0106,-0.013107046177673108
0.01065,-0.012665931925205551
